trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.5450000000000097}",20,0,-102.80980298165264,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.5425000000000098}",20,2,-81.13750125511747,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.5400000000000098}",30,5,-36.26344586533408,"{0: 21, 1: 1, 2: 0, 3: 3, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.5375000000000099}",20,12,-7.543919474557928,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.5350000000000099}",25,16,-91.0911707912427,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 2}",1
188,False,"{'a': 0.5, 'e': 0.53250000000001}",30,20,-40.93958953390581,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.53000000000001}",20,6,-6.8386925884853635,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.5275000000000101}",25,0,-59.887039828430794,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.5250000000000101}",30,12,32.1336827135371,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.5225000000000102}",30,13,-4.982680208551333,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5200000000000102}",20,2,-11.482897039233988,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.5175000000000103}",25,15,18.95543364132854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.5150000000000103}",20,14,3.8640243829344048,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5125000000000104}",30,0,-8.440578861906989,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.5100000000000104}",20,0,-60.89193452225429,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.5075000000000105}",20,2,-58.45276667742519,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.5050000000000106}",20,13,13.25330779135622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.5025000000000106}",20,10,-7.09789062128785,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.5000000000000107}",25,17,-16.510084607391413,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.49750000000001066}",20,0,-76.01314421665168,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.49500000000001065}",20,12,-26.337824458066986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.49250000000001065}",35,0,-32.21516619535866,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.49000000000001065}",20,13,-15.61907746173592,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.48750000000001065}",20,16,7.904628854209125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.48500000000001064}",25,14,22.093722324965096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.48250000000001064}",20,0,-60.08741515536269,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.48000000000001064}",20,15,2.5064624705619623,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.47750000000001064}",20,0,-69.2091728952208,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.47500000000001064}",20,0,22.778274822412246,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.47250000000001063}",20,0,7.931568999836594,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.47000000000001063}",20,0,-71.30121016358983,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.46750000000001063}",30,0,-62.85964831658534,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.4650000000000106}",30,4,-26.71874415113993,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.4625000000000106}",20,2,29.224262863066997,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.4600000000000106}",25,14,-31.94536297232288,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.4575000000000106}",20,8,1.7100936163228848,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.4550000000000106}",20,7,-29.594235870708594,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.4525000000000106}",25,0,-28.31421465601601,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.4500000000000106}",35,18,-41.69009061207142,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.4475000000000106}",20,2,-65.9415069543163,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.4450000000000106}",25,9,-11.143572329798683,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.4425000000000106}",30,0,-70.19990689551419,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.4400000000000106}",30,5,28.31663562561321,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.4375000000000106}",30,19,7.574720288075895,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.4350000000000106}",30,7,-55.3661846980912,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.4325000000000106}",20,12,14.530112645916587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.4300000000000106}",20,0,-46.44374651758453,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.4275000000000106}",20,3,-56.3628007119845,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.4250000000000106}",20,0,-15.609297422605888,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.4225000000000106}",25,9,16.522744983347344,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.4200000000000106}",20,9,-32.84856114296499,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.4175000000000106}",35,0,-60.12649731879782,"{0: 27, 1: 3, 2: 4, 3: 0, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.4150000000000106}",30,6,-48.76124383511489,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.4125000000000106}",20,0,-37.882076066029846,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.4100000000000106}",25,9,-5.085418156603728,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.4075000000000106}",20,3,-23.532271037705534,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.4050000000000106}",30,18,1.6887395161354717,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.40250000000001057}",35,12,29.645515561551157,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.40000000000001057}",25,15,-6.148677862185527,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.39750000000001057}",35,21,13.073352852881928,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.39500000000001056}",25,14,-24.19562558467647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.39250000000001056}",20,0,-8.981810697839615,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.39000000000001056}",25,6,-8.095057691343005,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.38750000000001056}",25,8,-72.09942901205542,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.38500000000001056}",25,0,-38.62651945344212,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.38250000000001055}",30,19,1.3205414151349755,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.38000000000001055}",20,9,12.070930879971947,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.37750000000001055}",25,13,-6.37990889071821,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.37500000000001055}",20,12,-17.287009092316502,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.37250000000001054}",20,9,-5.232823659476709,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.37000000000001054}",20,6,22.445678475145762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.36750000000001054}",25,0,-95.6695228733785,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.36500000000001054}",30,24,11.614931540588673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.36250000000001054}",20,0,-103.03382871909254,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.36000000000001053}",20,13,-27.439262001052843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.35750000000001053}",20,0,21.01891174485475,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.35500000000001053}",25,11,15.094510919578457,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.3525000000000105}",25,7,-13.666814994102056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.3500000000000105}",20,0,-12.238459038868362,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.3475000000000105}",20,15,-2.7865908216609263,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.3450000000000105}",20,6,26.271462514062026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.3425000000000105}",20,0,-13.709450688081294,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.3400000000000105}",35,17,-59.32035096174907,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.3375000000000105}",20,9,-32.654902319061165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.3350000000000105}",30,13,24.047392989784683,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.3325000000000105}",20,6,12.710605963256482,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.3300000000000105}",25,16,-8.69074577342931,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.3275000000000105}",20,15,11.90748507973088,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.3250000000000105}",20,8,-20.144211421233166,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.3225000000000105}",20,0,-63.690811846332466,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.3200000000000105}",20,2,12.333501931683026,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.3175000000000105}",25,11,24.386044127556264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.3150000000000105}",25,13,8.575866853496876,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.3125000000000105}",25,0,2.2684291058512738,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.3100000000000105}",25,14,10.20888270176126,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.3075000000000105}",20,0,-0.6649183059481769,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.3050000000000105}",20,0,15.960505852005625,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.3025000000000105}",20,7,-12.21566805837525,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.3000000000000105}",25,10,18.518032743618747,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.2975000000000105}",30,12,13.334299943142248,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.2950000000000105}",25,0,-60.00675236614177,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.2925000000000105}",25,7,18.45677934710292,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.29000000000001047}",30,16,-37.53168212939591,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.28750000000001047}",25,15,18.425452440951556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.28500000000001047}",20,9,16.72396685293314,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.28250000000001046}",25,10,15.25587010558163,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.28000000000001046}",30,16,20.761619155026146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.27750000000001046}",25,14,6.450761247616804,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.27500000000001046}",30,11,35.06313350784241,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.27250000000001046}",20,8,-26.68261649776539,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.27000000000001045}",25,10,15.312552544837901,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.26750000000001045}",25,10,-6.603861325564834,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.26500000000001045}",20,9,7.843263295584405,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.26250000000001045}",20,10,-6.5373198857861965,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.26000000000001044}",35,21,25.325295662316382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.25750000000001044}",25,8,11.357548827572133,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.25500000000001044}",20,0,-41.09024880602706,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.25250000000001044}",20,3,22.503366838715692,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.25000000000001044}",25,7,20.781683107170505,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.24750000000001043}",25,9,23.47144159529896,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.24500000000001043}",20,4,24.524385034388892,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.24250000000001043}",30,16,13.33072432020431,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.24000000000001043}",20,11,-12.364254100402679,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.23750000000001042}",20,7,21.40295957702413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.23500000000001042}",25,20,9.265119364594002,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.23250000000001042}",25,20,9.089611000550997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.23000000000001042}",20,0,10.827305786788067,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.22750000000001042}",25,0,23.54411180364116,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.22500000000001041}",20,4,11.408355943812692,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.2225000000000104}",20,14,11.267998193292279,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.2200000000000104}",20,11,14.6874721196826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.2175000000000104}",30,15,-2.1512126240349474,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.2150000000000104}",20,5,1.9734181741207475,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.2125000000000104}",20,2,-3.04338751179338,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2100000000000104}",20,13,13.30731615364255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.2075000000000104}",25,12,12.737429479271622,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.2050000000000104}",20,11,18.455774275884576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.2025000000000104}",30,12,34.856966748879344,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.2000000000000104}",25,7,5.563183928491901,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1975000000000104}",20,0,11.614214885249392,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.1950000000000104}",20,2,-34.17967559490527,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.19250000000001039}",30,18,18.359451075794432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19000000000001038}",20,11,12.302805882256864,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.18750000000001038}",20,12,-38.595645511327426,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.18500000000001038}",25,8,-15.144759517913407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.18250000000001038}",20,3,-24.362767813210322,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.18000000000001037}",25,13,-31.493747425154723,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.5, 'e': 0.17750000000001037}",20,7,13.410198441090131,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.17500000000001037}",25,0,1.6424803247279192,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.17250000000001037}",25,0,21.429216136244115,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.17000000000001037}",20,10,10.415203597976284,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.16750000000001036}",20,7,24.649719549184717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.16500000000001036}",20,10,9.830682511338797,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.16250000000001036}",20,10,16.960251734351118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.16000000000001036}",25,12,27.201741731895922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.15750000000001035}",20,4,1.1792962199449706,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.15500000000001035}",25,17,-27.559932469891727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.15250000000001035}",35,8,35.99989335357896,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.15000000000001035}",25,10,32.90421704545389,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.14750000000001035}",25,10,1.1750826768062694,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.14500000000001034}",20,0,26.738105963841708,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.14250000000001034}",20,8,22.32820466840209,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.14000000000001034}",25,15,11.794438211094938,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.13750000000001034}",30,1,13.833766276251607,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.13500000000001033}",25,0,38.934595296804716,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.13250000000001033}",25,5,-4.651125705554705,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.13000000000001033}",20,7,14.509213856805644,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.12750000000001033}",25,14,10.96491007894338,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.12500000000001033}",20,2,-15.27233602642193,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.12250000000001032}",20,6,-10.90866051728802,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.12000000000001032}",20,3,-26.76037465617394,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.11750000000001032}",20,7,18.40448775566557,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.11500000000001032}",30,20,18.037682689061025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.11250000000001031}",25,11,24.910861576099453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.11000000000001031}",20,0,-25.77407783573624,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.10750000000001031}",25,6,30.194417515364798,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.10500000000001031}",20,10,-2.351196000394211,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.1025000000000103}",20,15,10.516355027761064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.1000000000000103}",30,18,18.846249528262078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.0975000000000103}",25,9,-4.274524756082547,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.0950000000000103}",25,18,12.544763453893923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.0925000000000103}",25,19,-0.17087808991410647,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.0900000000000103}",25,18,17.971345254814377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.08750000000001029}",20,7,18.55216241545325,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
